"","date","site","protection","unique_trans_id","observer","enforcement","species_richness","mean_depth","FunRichness","FunEvenness","FunDispersion","FunOriginality","FunDistinct","FunIrregular","FunSingular","SkyView","SkyView_sd","Rugosity","SD","VerRelief","Slope","FractalDim","Curvature","Neighbors_dist","Max_convexity","Max_concavity","FreeSpace","earth_movers","species","sp.length","sp.n"
"1","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",4,1
"2","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",5,14
"3","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",6,3
"4","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",7,1
"5","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",8,3
"6","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",12,1
"7","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.sargus",14,2
"8","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.vulgaris",8,3
"9","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.vulgaris",9,6
"10","02/11/2015","Habonim","Protected","3 A Habonim 2015 Fall Hagar yancovitch shalom Yoni Belmaker","Yoni Belmaker",1,6,4.59901315342466,0.0464161078815787,0.749703150291712,-1.45886897761011,1.2454731594866,-0.322706317041565,-0.31664456715073,-0.551100626654177,1.40486195290841,1.88512923632905,2.81833793250504,1.30739452409408,1.43751204062232,-0.824263881504661,-1.09994934122354,0.526053219351929,2.41852431839713,0.558708550806679,-0.427000128517349,2.26941583796728,1.38166568692726,"Diplodus.vulgaris",10,3
