data.origin,country,site,lon,lat,trans,species,sp.length,sp.n,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,depth,a,b,tmean,trange,sal_mean,pp_mean,pp_range
azz_asi,Italy,Asinara,8.24,41.049,139,Chromis.chromis,NA,75,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Coris.julis,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Diplodus.sargus,NA,4,Autumn,YES,2,15000,15000,2002,1,NA,0.0151,3.05,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Diplodus.vulgaris,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.01416999,3.073146667,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Mugil.cephalus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.014025371,2.961863636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Oblada.melanura,NA,11,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Sarpa.salpa,NA,20,Autumn,YES,2,15000,15000,2002,1,NA,0.014232325,3.0299,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Serranus.cabrilla,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Symphodus.roissali,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Symphodus.tinca,NA,9,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,139,Thalassoma.pavo,NA,5,Autumn,YES,2,15000,15000,2002,1,NA,0.0092,3.111,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Chromis.chromis,NA,8,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Coris.julis,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Diplodus.annularis,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.013398688,3.115114085,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Diplodus.puntazzo,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.018334293,2.965088889,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Diplodus.sargus,NA,8,Autumn,YES,2,15000,15000,2002,1,NA,0.0151,3.05,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Diplodus.vulgaris,NA,4,Autumn,YES,2,15000,15000,2002,1,NA,0.01416999,3.073146667,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Labrus.merula,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.008403474,3.164666667,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Mugil.cephalus,NA,40,Autumn,YES,2,15000,15000,2002,1,NA,0.014025371,2.961863636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Oblada.melanura,NA,28,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Seriola.dumerili,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.024795237,2.886333333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Serranus.cabrilla,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Symphodus.roissali,NA,9,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Symphodus.tinca,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,140,Thalassoma.pavo,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.0092,3.111,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Chromis.chromis,NA,20,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Coris.julis,NA,6,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Diplodus.puntazzo,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.018334293,2.965088889,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Diplodus.sargus,NA,5,Autumn,YES,2,15000,15000,2002,1,NA,0.0151,3.05,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Diplodus.vulgaris,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.01416999,3.073146667,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Labrus.viridis,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.03595,2.669,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Mullus.surmuletus,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.007682273,3.163182923,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Oblada.melanura,NA,8,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Sciaena.umbra,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.016533834,3.0345,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Seriola.dumerili,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.024795237,2.886333333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Serranus.cabrilla,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Serranus.scriba,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.012391119,3.024363636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Symphodus.roissali,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,141,Symphodus.tinca,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Chromis.chromis,NA,48,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Coris.julis,NA,7,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Diplodus.sargus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.0151,3.05,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Labrus.merula,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.008403474,3.164666667,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Oblada.melanura,NA,8,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Serranus.cabrilla,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Serranus.scriba,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.012391119,3.024363636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Symphodus.mediterraneus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.017410621,2.931,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Symphodus.roissali,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Symphodus.tinca,NA,5,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,142,Thalassoma.pavo,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.0092,3.111,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Chromis.chromis,NA,8,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Coris.julis,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Diplodus.sargus,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.0151,3.05,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Muraena.helena,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.002357218,2.964683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Oblada.melanura,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Serranus.cabrilla,NA,4,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Serranus.scriba,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.012391119,3.024363636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Symphodus.melanocercus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.013828727,3,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Symphodus.roissali,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Symphodus.tinca,NA,4,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,143,Thalassoma.pavo,NA,5,Autumn,YES,2,15000,15000,2002,1,NA,0.0092,3.111,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Chromis.chromis,NA,75,Autumn,YES,2,15000,15000,2002,1,NA,0.031938483,2.758142857,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Coris.julis,NA,6,Autumn,YES,2,15000,15000,2002,1,NA,0.007987878,3.08525,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Epinephelus.marginatus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.008676174,3.118483333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Gobius.cruentatus,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.008801818,3.0865,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Oblada.melanura,NA,20,Autumn,YES,2,15000,15000,2002,1,NA,0.008254373,3.143683333,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Sarpa.salpa,NA,3,Autumn,YES,2,15000,15000,2002,1,NA,0.014232325,3.0299,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Serranus.cabrilla,NA,4,Autumn,YES,2,15000,15000,2002,1,NA,0.01793521,2.869465625,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Serranus.scriba,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.012391119,3.024363636,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Symphodus.roissali,NA,1,Autumn,YES,2,15000,15000,2002,1,NA,0.01554027,3.028,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Symphodus.tinca,NA,6,Autumn,YES,2,15000,15000,2002,1,NA,0.018104759,2.89916,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
azz_asi,Italy,Asinara,8.24,41.049,144,Thalassoma.pavo,NA,2,Autumn,YES,2,15000,15000,2002,1,NA,0.0092,3.111,18.64263621,11.82990915,38.04644012,4.905e-4,0.002456025
