data.origin,country,site,lon,lat,trans,species,sp.length,sp.n,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,depth,a,b,tmean,trange,sal_mean,pp_mean,pp_range
Belmaker,Greece,Cret12,24.98816,35.41562,1,Diplodus.vulgaris,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.01416999,3.073146667,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Diplodus.vulgaris,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.01416999,3.073146667,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Diplodus.vulgaris,4,1,Fall,NO,0,0,0,NA,NA,24.4,0.01416999,3.073146667,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Diplodus.vulgaris,18,1,Fall,NO,0,0,0,NA,NA,24.4,0.01416999,3.073146667,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Diplodus.vulgaris,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.01416999,3.073146667,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Thalassoma.pavo,10,4,Fall,NO,0,0,0,NA,NA,24.4,0.0092,3.111,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Thalassoma.pavo,3,1,Fall,NO,0,0,0,NA,NA,24.4,0.0092,3.111,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Thalassoma.pavo,4,1,Fall,NO,0,0,0,NA,NA,24.4,0.0092,3.111,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Thalassoma.pavo,6,5,Fall,NO,0,0,0,NA,NA,24.4,0.0092,3.111,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Thalassoma.pavo,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.0092,3.111,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Coris.julis,18,1,Fall,NO,0,0,0,NA,NA,24.4,0.007987878,3.08525,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Coris.julis,8,4,Fall,NO,0,0,0,NA,NA,24.4,0.007987878,3.08525,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Coris.julis,4,6,Fall,NO,0,0,0,NA,NA,24.4,0.007987878,3.08525,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Coris.julis,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.007987878,3.08525,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Coris.julis,12,1,Fall,NO,0,0,0,NA,NA,24.4,0.007987878,3.08525,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Chromis.chromis,1,30,Fall,NO,0,0,0,NA,NA,24.4,0.031938483,2.758142857,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Chromis.chromis,4,12,Fall,NO,0,0,0,NA,NA,24.4,0.031938483,2.758142857,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Chromis.chromis,6,1,Fall,NO,0,0,0,NA,NA,24.4,0.031938483,2.758142857,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Chromis.chromis,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.031938483,2.758142857,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Apogon.imberbis,6,1,Fall,NO,0,0,0,NA,NA,24.4,0.037597872,2.6125,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Apogon.imberbis,8,4,Fall,NO,0,0,0,NA,NA,24.4,0.037597872,2.6125,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Apogon.imberbis,4,1,Fall,NO,0,0,0,NA,NA,24.4,0.037597872,2.6125,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Apogon.imberbis,5,10,Fall,NO,0,0,0,NA,NA,24.4,0.037597872,2.6125,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Apogon.imberbis,6,12,Fall,NO,0,0,0,NA,NA,24.4,0.037597872,2.6125,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,12,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,18,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,12,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,10,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,10,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Serranus.cabrilla,12,1,Fall,NO,0,0,0,NA,NA,24.4,0.01793521,2.869465625,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Mullus.surmuletus,12,1,Fall,NO,0,0,0,NA,NA,24.4,0.007682273,3.163182923,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Mullus.surmuletus,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.007682273,3.163182923,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Gobius.bucchichi,10,1,Fall,NO,0,0,0,NA,NA,24.4,NA,NA,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Gobius.bucchichi,8,1,Fall,NO,0,0,0,NA,NA,24.4,NA,NA,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Siganus.luridus,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.0165174,2.949,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Siganus.luridus,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.0165174,2.949,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Symphodus.mediterraneus,15,1,Fall,NO,0,0,0,NA,NA,24.4,0.017410621,2.931,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Symphodus.mediterraneus,8,1,Fall,NO,0,0,0,NA,NA,24.4,0.017410621,2.931,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
Belmaker,Greece,Cret12,24.98816,35.41562,1,Symphodus.mediterraneus,4,1,Fall,NO,0,0,0,NA,NA,24.4,0.017410621,2.931,20.254666646321613,10.795888900756836,NA,3.958403507971929e-4,0.0011052436893805861
